,address,zipcode,city,state,latitude,longitude,usecode,bedrooms,amount,last-updated,rent,rentPerUnit,totalMonthlyIncome,downPayment,loanAmount,interestRate,pmiRate,loanTerm_years,paymentsPerYear,taxRate,insuranceRate,monthlyInterest,monthlyPrincipal,monthlyP&I,monthlyTaxes,monthlyInsurance,monthlyPMI,subTotalMonthlyPayment,vacancy,capitalExpenditures,maintenance,subtotalMonthlyReserves,totalMonthlyExpenses,rehabCost,closingCosts,initialInvestment,monthlyCashFlow,yearlyLoanPaydown,appreciationAmount,oneYearNWROI
1720,1172 s osage st,80223,Denver,CO,39.695275,-105.004795,SingleFamily,3.0,286610.0,01/08/2020,1995.0,997.5,2992.5,10031.35,276578.64999999997,0.0366,0.01,30,12,0.008,0.005,843.5648824999998,379.6041971249999,1223.1690796249998,191.07333333333335,119.42083333333333,230.48220833333332,1764.1454546249997,100,100,100,300,2064.1454546249997,20000,5732.2,35763.549999999996,928.3545453750003,4555.250365499999,17196.6,1.254408606248541
1721,3382 w 38th ave,80211,Denver,CO,39.767142,-105.03185900000001,SingleFamily,2.0,561267.0,01/08/2020,2300.0,2300.0,4600.0,19644.345,541622.655,0.0366,0.01,30,12,0.008,0.005,1651.94909775,743.3770939875,2395.3261917375,374.17800000000005,233.86125,451.3522125,3454.7176542374996,100,100,100,300,3754.7176542374996,20000,11225.34,50869.685,845.2823457625004,8920.52512785,33676.02,1.579328302838911
1724,2705 n decatur st,80211,Denver,CO,39.756238,-105.02228600000001,Townhouse,2.0,539206.0,01/08/2020,2550.0,2550.0,5100.0,18872.210000000003,520333.79,0.0366,0.01,30,12,0.008,0.005,1587.0180595,714.158126775,2301.176186275,359.47066666666666,224.66916666666668,433.6114916666666,3318.9275112749997,100,100,100,300,3618.9275112749997,20000,10784.12,49656.33000000001,1481.0724887250003,8569.897521300001,32352.36,1.7982627267460158
1726,2383 n birch st,80207,Denver,CO,39.752578,-104.936438,SingleFamily,3.0,548029.0,01/08/2020,2300.0,1150.0,3450.0,19181.015000000003,528847.985,0.0366,0.01,30,12,0.008,0.005,1612.98635425,725.8438594125,2338.8302136625,365.35266666666666,228.34541666666667,440.7066541666666,3373.2349511625,100,100,100,300,3673.2349511625,20000,10960.58,50141.595,-223.23495116249978,8710.12631295,32881.74,1.0512838073659205
1727,3855 w amherst ave,80236,Denver,CO,39.663798,-105.039326,SingleFamily,2.0,401855.0,01/08/2020,1900.0,1900.0,3800.0,14064.925000000001,387790.075,0.0366,0.01,30,12,0.008,0.005,1182.75972875,532.2418779375,1715.0016066875,267.90333333333336,167.43958333333333,323.1583958333334,2473.5029191875005,100,100,100,300,2773.5029191875005,20000,8037.1,42102.025,1026.4970808124995,6386.90253525,24111.3,1.5585038369294586
1733,3230 w colorado ave,80219,Denver,CO,39.68469,-105.028383,SingleFamily,2.0,291472.0,01/08/2020,1575.0,1575.0,3150.0,10201.52,281270.48,0.0366,0.01,30,12,0.008,0.005,857.874964,386.0437338,1243.9186978,194.31466666666665,121.44666666666667,234.39206666666666,1794.0720978,100,100,100,300,2094.0720978,20000,5829.4400000000005,36030.96,1055.9279022,4632.5248056,17488.32,1.4901623390550793
1735,4452 n winona ct,80212,Denver,CO,39.777531,-105.047127,SingleFamily,2.0,490200.0,01/08/2020,2260.0,2260.0,4520.0,17157.0,473043.0,0.0366,0.01,30,12,0.008,0.005,1442.78115,649.2515175,2092.0326675,326.8,204.25,394.20250000000004,3017.2851675,100,100,100,300,3317.2851675,20000,9804.0,46961.0,1202.7148324999998,7791.01821,29412.0,1.6770425714954962
1736,3363 w 30th ave,80211,Denver,CO,39.760566,-105.031357,SingleFamily,3.0,563091.0,01/08/2020,2375.0,1187.5,3562.5,19708.185,543382.815,0.0366,0.01,30,12,0.008,0.005,1657.3175857499998,745.7929135874999,2403.1104993374997,375.394,234.62125,452.81901249999993,3465.9447618374998,100,100,100,300,3765.9447618374998,20000,11261.82,50970.005,-203.44476183749975,8949.514963049998,33785.46,1.0701124675385063
1739,377 n perry st,80219,Denver,CO,39.722778000000005,-105.04005900000001,SingleFamily,4.0,377825.0,01/08/2020,2191.0,730.3333333333334,2921.3333333333335,13223.875000000002,364601.125,0.0366,0.01,30,12,0.008,0.005,1112.0334312500001,500.4150440625001,1612.4484753125002,251.88333333333333,157.42708333333334,303.83427083333333,2325.5931628125,100,100,100,300,2625.5931628125,20000,7556.5,40780.375,295.74017052083354,6004.980528750001,22669.5,1.005075666297821
1744,267 n galapago st,80223,Denver,CO,39.720652,-104.996575,SingleFamily,2.0,367209.0,01/08/2020,1874.0,1874.0,3748.0,12852.315,354356.685,0.0366,0.01,30,12,0.008,0.005,1080.78788925,486.3545501625,1567.1424394125002,244.806,153.00375,295.2972375,2260.2494269125004,100,100,100,300,2560.2494269125004,20000,7344.18,40196.495,1187.7505730874996,5836.2546019500005,22032.54,1.6073491352666442
1746,363 s pennsylvania st,80209,Denver,CO,39.709946,-104.981835,SingleFamily,3.0,610589.0,01/08/2020,2500.0,1250.0,3750.0,21370.615,589218.385,0.0366,0.01,30,12,0.008,0.005,1797.1160742499999,808.7022334124999,2605.8183076625,407.05933333333337,254.41208333333336,491.01532083333336,3758.3050451625004,100,100,100,300,4058.3050451625004,20000,12211.78,53582.395000000004,-308.3050451625004,9704.42680095,36635.34,1.0757284413845254
1749,2130 n clay st,80211,Denver,CO,39.749365999999995,-105.02009,SingleFamily,3.0,662431.0,01/08/2020,3200.0,1600.0,4800.0,23185.085000000003,639245.915,0.0366,0.01,30,12,0.008,0.005,1949.7000407500002,877.3650183375001,2827.0650590875002,441.6206666666667,276.0129166666667,532.7049291666667,4077.4035715875,100,100,100,300,4377.4035715875,20000,13248.62,56433.70500000001,422.59642841250025,10528.380220050001,39745.86,1.3209375028805923
1751,2439 s bannock st,80223,Denver,CO,39.672221,-104.99026699999999,SingleFamily,3.0,434020.0,01/08/2020,2100.0,1050.0,3150.0,15190.7,418829.3,0.0366,0.01,30,12,0.008,0.005,1277.429365,574.84321425,1852.27257925,289.34666666666664,180.84166666666667,349.02441666666664,2671.48532925,100,100,100,300,2971.48532925,20000,8680.4,43871.1,178.51467074999982,6898.118570999999,26041.2,1.0868543214097663
1756,2001 e cornell ave,80210,Denver,CO,39.663337,-104.96418,SingleFamily,3.0,596467.0,01/08/2020,2375.0,1187.5,3562.5,20876.345,575590.655,0.0366,0.01,30,12,0.008,0.005,1755.55149775,789.9981739875,2545.5496717375,397.64466666666664,248.52791666666667,479.65887916666674,3671.3811342374997,100,100,100,300,3971.3811342374997,20000,11929.34,52805.685,-408.88113423749974,9479.978087849999,35788.02,1.0341959294155545
1758,4712 n josephine st,80216,Denver,CO,39.782376,-104.957803,SingleFamily,2.0,268131.0,01/08/2020,1850.0,1850.0,3700.0,9384.585000000001,258746.41499999998,0.0366,0.01,30,12,0.008,0.005,789.17656575,355.1294545875,1144.3060203375,178.75400000000002,111.72125,215.62201249999998,1650.4032828375002,100,100,100,300,1950.4032828375002,20000,5362.62,34747.205,1749.5967171624998,4261.55345505,16087.859999999999,1.8287679271181667
1761,4884 s estes way,80123,Denver,CO,39.628726,-105.096919,SingleFamily,4.0,379117.0,01/08/2020,2150.0,716.6666666666666,2866.6666666666665,13269.095000000001,365847.90499999997,0.0366,0.01,30,12,0.008,0.005,1115.83611025,502.12624961250003,1617.9623598625,252.7446666666667,157.96541666666667,304.87325416666664,2333.5456973625,100,100,100,300,2633.5456973625,20000,7582.34,40851.435,233.12096930416647,6025.51499535,22747.02,0.98331886326637
1762,1823 s ivy st,80224,Denver,CO,39.683355,-104.920527,SingleFamily,4.0,794097.0,01/08/2020,3195.0,1065.0,4260.0,27793.395000000004,766303.605,0.0366,0.01,30,12,0.008,0.005,2337.22599525,1051.7516978625,3388.9776931124998,529.398,330.87375000000003,638.5863375,4887.8357806125,100,100,100,300,5187.8357806125,20000,15881.94,63675.33500000001,-927.8357806124995,12621.020374349999,47645.82,0.9723201457361786
1766,1175 s corona st,80210,Denver,CO,39.695246999999995,-104.974902,SingleFamily,4.0,2221543.0,01/08/2020,8682.0,2894.0,11576.0,77754.005,2143788.995,0.0366,0.01,30,12,0.008,0.005,6538.55643475,2942.3503956375002,9480.906830387501,1481.0286666666668,925.6429166666667,1786.4908291666668,13674.069242887503,100,100,100,300,13974.069242887503,20000,44430.86,142184.865,-2398.0692428875027,35308.20474765,133292.58,1.2276408873265094
1767,4119 n milwaukee st,80216,Denver,CO,39.774307,-104.952256,SingleFamily,3.0,314152.0,01/08/2020,1800.0,900.0,2700.0,10995.320000000002,303156.68,0.0366,0.01,30,12,0.008,0.005,924.6278739999999,416.08254329999994,1340.7104172999998,209.43466666666666,130.89666666666668,252.63056666666668,1933.6723172999998,100,100,100,300,2233.6723173,20000,6283.04,37278.36,466.32768269999997,4992.990519599999,18849.12,1.0793941233466278
1770,545 s olive way,80224,Denver,CO,39.706875,-104.906793,SingleFamily,4.0,607707.0,01/08/2020,2650.0,883.3333333333334,3533.3333333333335,21269.745000000003,586437.255,0.0366,0.01,30,12,0.008,0.005,1788.6336277500002,804.8851324875001,2593.5187602375004,405.138,253.21124999999998,488.6977125,3740.5657227375,100,100,100,300,4040.5657227375,20000,12154.14,53423.885,-507.2323894041665,9658.621589850001,36462.42,0.947783054658043
1771,232 s yates st,80219,Denver,CO,39.712715,-105.050731,SingleFamily,2.0,288010.0,01/08/2020,1700.0,1700.0,3400.0,10080.35,277929.64999999997,0.0366,0.01,30,12,0.008,0.005,847.6854324999999,381.45844462499997,1229.143877125,192.00666666666666,120.00416666666666,231.60804166666665,1772.762752125,100,100,100,300,2072.7627521249997,20000,5760.2,35840.549999999996,1327.2372478750003,4577.501335499999,17280.6,1.6234390462757968
1772,21648 e 54th ave,80249,Denver,CO,39.794396,-104.735403,SingleFamily,4.0,402207.0,01/08/2020,2395.0,798.3333333333334,3193.3333333333335,14077.245,388129.755,0.0366,0.01,30,12,0.008,0.005,1183.79575275,532.7080887375,1716.5038414875,268.138,167.58625,323.4414625,2475.6695539875,100,100,100,300,2775.6695539875,20000,8044.14,42121.385,417.6637793458335,6392.49706485,24132.42,1.0711158338454445
1775,1054 n clarkson st,80218,Denver,CO,39.73308,-104.97726200000001,SingleFamily,4.0,697842.0,01/08/2020,2995.0,998.3333333333334,3993.3333333333335,24424.47,673417.53,0.0366,0.01,30,12,0.008,0.005,2053.9234665,924.2655599249999,2978.1890264249996,465.228,290.7675,561.181275,4295.3658014249995,100,100,100,300,4595.3658014249995,20000,13956.84,58381.31,-602.032468091666,11091.186719099998,41870.52,0.988626618724383
1777,270 s raleigh st,80219,Denver,CO,39.712148,-105.04173300000001,SingleFamily,2.0,325451.0,01/08/2020,1639.0,1639.0,3278.0,11390.785000000002,314060.21499999997,0.0366,0.01,30,12,0.008,0.005,957.8836557499999,431.0476450875,1388.9313008374997,216.96733333333336,135.60458333333335,261.7168458333333,2003.2200633374996,100,100,100,300,2303.2200633374996,20000,6509.02,37899.80500000001,974.7799366625004,5172.57174105,19527.059999999998,1.4792949721245265
1780,232 n pearl st,80203,Denver,CO,39.727515000000004,-104.979377,Condominium,3.0,504292.0,01/08/2020,2331.0,1165.5,3496.5,17650.22,486641.77999999997,0.0366,0.01,30,12,0.008,0.005,1484.257429,667.91584305,2152.17327205,336.1946666666667,210.12166666666667,405.5348166666667,3104.0244220500003,100,100,100,300,3404.0244220500003,20000,10085.84,47736.06,92.47557794999966,8014.9901166,30257.52,1.1179853773436683
1781,1225 n newton st,80204,Denver,CO,39.735202,-105.037275,SingleFamily,2.0,485068.0,01/08/2020,2150.0,2150.0,4300.0,16977.38,468090.62,0.0366,0.01,30,12,0.008,0.005,1427.676391,642.45437595,2070.13076695,323.3786666666667,202.11166666666668,390.0755166666667,2985.69661695,100,100,100,300,3285.69661695,20000,9701.36,46678.740000000005,1014.3033830499999,7709.4525114,29104.079999999998,1.6021249311356731
1783,2710 e 12th ave,80206,Denver,CO,39.734888,-104.954742,SingleFamily,3.0,646981.0,01/08/2020,2700.0,1350.0,4050.0,22644.335000000003,624336.665,0.0366,0.01,30,12,0.008,0.005,1904.2268282500002,856.9020727125001,2761.1289009625,431.3206666666667,269.5754166666667,520.2805541666668,3982.3055384625,100,100,100,300,4282.3055384625,20000,12939.62,55583.95500000001,-232.3055384625004,10282.824872550002,38818.86,1.1246774075540322
1784,3672 w hamilton ave,80236,Denver,CO,39.655217,-105.035532,SingleFamily,3.0,481754.0,01/08/2020,2295.0,1147.5,3442.5,16861.390000000003,464892.61,0.0366,0.01,30,12,0.008,0.005,1417.9224605,638.065107225,2055.987567725,321.1693333333333,200.73083333333332,387.4105083333333,2965.2982427250004,100,100,100,300,3265.2982427250004,20000,9635.08,46496.47,177.20175727499964,7656.7812867,28905.239999999998,1.128224193664594
1785,5454 n chandler way,80239,Denver,CO,39.791887,-104.821839,SingleFamily,3.0,337210.0,01/08/2020,1900.0,950.0,2850.0,11802.35,325407.64999999997,0.0366,0.01,30,12,0.008,0.005,992.4933324999998,446.62199962499994,1439.115332125,224.80666666666664,140.50416666666666,271.1730416666666,2075.599207125,100,100,100,300,2375.599207125,20000,6744.2,38546.549999999996,474.4007928750002,5359.463995499999,20232.6,1.1073591154072158
1789,5083 n durham ct,80239,Denver,CO,39.785736,-104.818916,SingleFamily,3.0,354294.0,01/08/2020,2195.0,1097.5,3292.5,12400.29,341893.70999999996,0.0366,0.01,30,12,0.008,0.005,1042.7758155,469.249116975,1512.0249324749998,236.196,147.6225,284.91142499999995,2180.7548574749994,100,100,100,300,2480.7548574749994,20000,7085.88,39486.17,811.7451425250006,5630.9894036999995,21257.64,1.2611902120160048
1792,19746 e 50th ave,80249,Denver,CO,39.788027,-104.759439,SingleFamily,3.0,355114.0,01/08/2020,2320.0,1160.0,3480.0,12428.990000000002,342685.01,0.0366,0.01,30,12,0.008,0.005,1045.1892805,470.335176225,1515.524456725,236.74266666666668,147.96416666666667,285.5708416666667,2185.802131725,100,100,100,300,2485.802131725,20000,7102.28,39531.270000000004,994.197868275,5644.0221147,21306.84,1.335682778064049
1793,7505 w yale ave,80227,Denver,CO,39.668665000000004,-105.076574,Townhouse,2.0,393636.0,01/08/2020,2150.0,2150.0,4300.0,13777.260000000002,379858.74,0.0366,0.01,30,12,0.008,0.005,1158.5691570000001,521.3561206500001,1679.9252776500002,262.42400000000004,164.01500000000001,316.54895,2422.91322765,100,100,100,300,2722.91322765,20000,7872.72,41649.98,1577.08677235,6256.273447800001,23618.16,1.79110469479217
1798,643 n vrain st,80204,Denver,CO,39.726783000000005,-105.04651499999999,SingleFamily,4.0,390325.0,01/08/2020,2260.0,753.3333333333334,3013.3333333333335,13661.375000000002,376663.625,0.0366,0.01,30,12,0.008,0.005,1148.82405625,516.9708253125,1665.7948815625,260.21666666666664,162.63541666666666,313.88635416666665,2402.5333190624997,100,100,100,300,2702.5333190624997,20000,7806.5,41467.875,310.8000142708338,6203.64990375,23419.5,1.0223034113756735
1800,4716 w 11th ave,80204,Denver,CO,39.733696,-105.04785600000001,SingleFamily,2.0,368004.0,01/08/2020,1913.0,1913.0,3826.0,12880.140000000001,355123.86,0.0366,0.01,30,12,0.008,0.005,1083.127773,487.40749784999997,1570.53527085,245.336,153.335,295.93655,2265.14282085,100,100,100,300,2565.14282085,20000,7360.08,40240.22,1260.8571791499999,5848.889974199999,22080.239999999998,1.6405331810810178
1801,3639 s newland st,80235,Denver,CO,39.650825,-105.069195,SingleFamily,3.0,369841.0,01/08/2020,2000.0,1000.0,3000.0,12944.435000000001,356896.565,0.0366,0.01,30,12,0.008,0.005,1088.5345232500001,489.84053546250004,1578.3750587125,246.56066666666666,154.10041666666666,297.4138041666667,2276.4499462125,100,100,100,300,2576.4499462125,20000,7396.82,40341.255,423.5500537875,5878.08642555,22190.46,1.1192301050376345
1804,645 n newport st,80220,Denver,CO,39.726546,-104.90968400000001,SingleFamily,3.0,448383.0,01/08/2020,2190.0,1095.0,3285.0,15693.405,432689.595,0.0366,0.01,30,12,0.008,0.005,1319.7032647499998,593.8664691375,1913.5697338874998,298.92199999999997,186.82625,360.5746625,2759.8926463875,100,100,100,300,3059.8926463875,20000,8967.66,44661.065,225.1073536125,7126.3976296499995,26902.98,1.1166474841788927
1806,1221 n perry st,80204,Denver,CO,39.735374,-105.03948799999999,SingleFamily,3.0,561170.0,01/08/2020,2800.0,1400.0,4200.0,19640.95,541529.0499999999,0.0366,0.01,30,12,0.008,0.005,1651.6636024999998,743.2486211249999,2394.9122236249996,374.1133333333333,233.82083333333333,451.27420833333326,3454.1205986249993,100,100,100,300,3754.1205986249993,20000,11223.4,50864.35,445.8794013750007,8918.983453499999,33670.2,1.272791970604166
1807,2692 n valentia st,80238,Denver,CO,39.755331,-104.89156799999999,SingleFamily,3.0,634291.0,01/08/2020,2995.0,1497.5,4492.5,22200.185,612090.815,0.0366,0.01,30,12,0.008,0.005,1866.87698575,840.0946435875,2706.9716293375,422.8606666666667,264.28791666666666,510.0756791666666,3904.1958918375003,100,100,100,300,4204.1958918375,20000,12685.82,54886.005,288.3041081624997,10081.13572305,38057.46,1.2675042576153976
1809,8982 w temple pl,80123,Denver,CO,39.632323,-105.09829599999999,SingleFamily,4.0,386818.0,01/08/2020,2100.0,700.0,2800.0,13538.630000000001,373279.37,0.0366,0.01,30,12,0.008,0.005,1138.5020785,512.3259353249999,1650.8280138249997,257.8786666666667,161.17416666666668,311.0661416666667,2380.946988825,100,100,100,300,2680.946988825,20000,7736.360000000001,41274.990000000005,119.05301117499994,6147.911223899999,23209.079999999998,0.9493794512851486
1810,18671 e 41st ave,80249,Denver,CO,39.772701,-104.769244,SingleFamily,3.0,199120.0,01/08/2020,1850.0,925.0,2775.0,6969.200000000001,192150.8,0.0366,0.01,30,12,0.008,0.005,586.05994,263.726973,849.7869129999999,132.74666666666667,82.96666666666667,160.12566666666666,1225.6259129999999,100,100,100,300,1525.6259129999999,20000,3982.4,30951.600000000002,1249.3740870000001,3164.7236759999996,11947.199999999999,1.3312530764160817
1812,4271 n durham ct,80239,Denver,CO,39.773274,-104.824453,SingleFamily,2.0,301706.0,01/08/2020,1850.0,1850.0,3700.0,10559.710000000001,291146.29,0.0366,0.01,30,12,0.008,0.005,887.9961844999999,399.59828302499994,1287.5944675249998,201.13733333333334,125.71083333333333,242.62190833333332,1857.0645425249998,100,100,100,300,2157.0645425249995,20000,6034.12,36593.83,1542.9354574750005,4795.179396299999,18102.36,1.7383467345724677
1813,4221 n irving st,80211,Denver,CO,39.77528,-105.030252,SingleFamily,4.0,608139.0,01/08/2020,2225.0,741.6666666666666,2966.6666666666665,21284.865,586854.135,0.0366,0.01,30,12,0.008,0.005,1789.90511175,805.4573002875001,2595.3624120375002,405.426,253.39125,489.0451125,3743.2247745375003,100,100,100,300,4043.2247745375003,20000,12162.78,53447.645000000004,-1076.5581078708337,9665.487603450001,36488.34,0.788344001106129
1814,3860 w union ave,80236,Denver,CO,39.631589,-105.039796,SingleFamily,4.0,444419.0,01/08/2020,2200.0,733.3333333333334,2933.3333333333335,15554.665,428864.33499999996,0.0366,0.01,30,12,0.008,0.005,1308.0362217499999,588.6162997875,1896.6525215375,296.27933333333334,185.17458333333335,357.3869458333333,2735.4933840375,100,100,100,300,3035.4933840375,20000,8888.380000000001,44443.045,-102.16005070416668,7063.39559745,26665.14,0.9293380997859171
1815,1308 s zuni st,80223,Denver,CO,39.692982,-105.015293,SingleFamily,3.0,369107.0,01/08/2020,1899.0,949.5,2848.5,12918.745,356188.255,0.0366,0.01,30,12,0.008,0.005,1086.3741777500002,488.8683799875001,1575.2425577375002,246.07133333333334,153.79458333333335,296.82354583333336,2271.9320202375,100,100,100,300,2571.9320202375,20000,7382.14,40300.885,276.5679797624998,5866.420559850001,22146.42,1.0601667014756624
1818,2800 s university blvd,80210,Denver,CO,39.679165000000005,-104.96286,SingleFamily,4.0,1379705.0,01/08/2020,6630.0,2210.0,8840.0,48289.675,1331415.325,0.0366,0.01,30,12,0.008,0.005,4060.81674125,1827.3675335625,5888.1842748125,919.8033333333333,574.8770833333334,1109.5127708333332,8492.377462312501,100,100,100,300,8792.377462312501,20000,27594.100000000002,95883.77500000001,47.62253768749906,21928.41040275,82782.3,1.374603584965235
1819,1446 n adams st,80206,Denver,CO,39.739292,-104.94805500000001,SingleFamily,2.0,551648.0,01/08/2020,2350.0,2350.0,4700.0,19307.68,532340.32,0.0366,0.01,30,12,0.008,0.005,1623.637976,730.6370892,2354.2750652,367.76533333333333,229.85333333333335,443.6169333333333,3395.5106652,100,100,100,300,3695.5106652,20000,11032.960000000001,50340.64,1004.4893348,8767.6450704,33098.88,1.6312942602239462
1823,1586 n quitman st,80204,Denver,CO,39.742405,-105.040327,SingleFamily,3.0,655404.0,01/08/2020,3337.0,1668.5,5005.5,22939.140000000003,632464.86,0.0366,0.01,30,12,0.008,0.005,1929.0178230000001,868.0580203500001,2797.0758433500005,436.936,273.085,527.0540500000001,4034.150893350001,100,100,100,300,4334.150893350001,20000,13108.08,56047.22,671.3491066499992,10416.6962442,39324.24,1.388456475165048
1824,4471 n elm ct,80211,Denver,CO,39.777862,-105.02313799999999,SingleFamily,3.0,607221.0,01/08/2020,2589.0,1294.5,3883.5,21252.735,585968.265,0.0366,0.01,30,12,0.008,0.005,1787.20320825,804.2414437125,2591.4446519625,404.814,253.00875,488.3068875000001,3737.5742894624996,100,100,100,300,4037.5742894624996,20000,12144.42,53397.155,-154.07428946249956,9650.89732455,36433.26,1.1193342763486183
1825,1855 s logan st,80210,Denver,CO,39.682938,-104.98319099999999,SingleFamily,2.0,564455.0,01/08/2020,2300.0,2300.0,4600.0,19755.925000000003,544699.075,0.0366,0.01,30,12,0.008,0.005,1661.33217875,747.5994804375,2408.9316591875,376.30333333333334,235.18958333333333,453.9158958333333,3474.3404716874998,100,100,100,300,3774.3404716874998,20000,11289.1,51045.025,825.6595283125002,8971.19376525,33867.299999999996,1.5740301450533132
1826,691 s eliot st,80219,Denver,CO,39.704184999999995,-105.02415,SingleFamily,6.0,382660.0,01/08/2020,2095.0,419.0,2514.0,13393.100000000002,369266.89999999997,0.0366,0.01,30,12,0.008,0.005,1126.264045,506.81882025,1633.08286525,255.10666666666668,159.44166666666666,307.7224166666667,2355.3536152499996,100,100,100,300,2655.3536152499996,20000,7653.2,41046.3,-141.35361524999962,6081.825843,22959.6,0.7886991631401613
1828,1290 s utica st,80219,Denver,CO,39.693296000000004,-105.044583,SingleFamily,3.0,325226.0,01/08/2020,1950.0,975.0,2925.0,11382.910000000002,313843.08999999997,0.0366,0.01,30,12,0.008,0.005,957.2214244999999,430.74964102499996,1387.9710655249999,216.81733333333332,135.51083333333335,261.53590833333334,2001.8351405249998,100,100,100,300,2301.8351405249996,20000,6504.52,37887.43000000001,623.1648594750004,5168.995692299999,19513.559999999998,1.1576539766883105
1830,300 s clinton st,80247,Denver,CO,39.704423,-104.87963500000001,Condominium,2.0,162786.0,01/08/2020,1400.0,1400.0,2800.0,5697.51,157088.49,0.0366,0.01,30,12,0.008,0.005,479.11989449999993,215.60395252499998,694.7238470249999,108.524,67.8275,130.907075,1001.9824220249999,100,100,100,300,1301.9824220249998,20000,3255.7200000000003,28953.230000000003,1498.0175779750002,2587.2474303,9767.16,1.6278190159094508
1832,3209 n marion st,80205,Denver,CO,39.76242,-104.97246299999999,SingleFamily,4.0,616818.0,01/08/2020,2600.0,866.6666666666666,3466.6666666666665,21588.63,595229.37,0.0366,0.01,30,12,0.008,0.005,1815.4495785,816.952310325,2632.401888825,411.212,257.0075,496.024475,3796.645863825,100,100,100,300,4096.645863825001,20000,12336.36,53924.990000000005,-629.979197158334,9803.4277239,37009.08,0.9207745306582346
1833,9042 e amherst dr,80231,Denver,CO,39.664075,-104.88305,SingleFamily,4.0,424197.0,01/08/2020,2124.0,708.0,2832.0,14846.895000000002,409350.105,0.0366,0.01,30,12,0.008,0.005,1248.5178202499999,561.8330191125,1810.3508393624998,282.798,176.74875,341.1250875,2611.0226768625,100,100,100,300,2911.0226768625,20000,8483.94,43330.83500000001,-79.0226768624998,6741.996229349999,25451.82,0.9171654344302388
1845,5028 n milwaukee st,80216,Denver,CO,39.788071,-104.951926,SingleFamily,2.0,311998.0,01/08/2020,1875.0,1875.0,3750.0,10919.93,301078.07,0.0366,0.01,30,12,0.008,0.005,918.2881135000001,413.22965107500005,1331.5177645750002,207.99866666666665,129.99916666666667,250.8983916666667,1920.4139895750002,100,100,100,300,2220.4139895750004,20000,6239.96,37159.89,1529.5860104249996,4958.755812900001,18719.88,1.736648519088727
1849,5241 n xanadu st,80239,Denver,CO,39.791106,-104.830161,SingleFamily,3.0,346786.0,01/08/2020,2100.0,1050.0,3150.0,12137.510000000002,334648.49,0.0366,0.01,30,12,0.008,0.005,1020.6778945,459.305052525,1479.982947025,231.19066666666666,144.49416666666667,278.87374166666666,2134.5415220249997,100,100,100,300,2434.5415220249997,20000,6935.72,39073.23,715.4584779750003,5511.6606303,20807.16,1.2157766933012706
1850,1401 n niagara st,80220,Denver,CO,39.738843,-104.91080500000001,SingleFamily,2.0,477002.0,01/08/2020,2400.0,2400.0,4800.0,16695.070000000003,460306.93,0.0366,0.01,30,12,0.008,0.005,1403.9361365000002,631.7712614250001,2035.7073979250004,318.0013333333333,198.75083333333336,383.58910833333334,2936.0486729250006,100,100,100,300,3236.0486729250006,20000,9540.04,46235.11000000001,1563.9513270749994,7581.255137100002,28620.12,1.8118004058387658
1851,4929 n joplin ct,80239,Denver,CO,39.78515,-104.803587,SingleFamily,3.0,309921.0,01/08/2020,1935.0,967.5,2902.5,10847.235,299073.765,0.0366,0.01,30,12,0.008,0.005,912.1749832500001,410.47874246250007,1322.6537257125,206.614,129.13375,249.2281375,1907.6296132125,100,100,100,300,2207.6296132125,20000,6198.42,37045.655,694.8703867875001,4925.744909550001,18595.26,1.1734021048082426
1855,2727 n bryant st,80236,Denver,CO,39.666418,-105.018253,SingleFamily,5.0,602884.0,01/08/2020,2294.0,573.5,2867.5,21100.940000000002,581783.0599999999,0.0366,0.01,30,12,0.008,0.005,1774.4383329999998,798.4972498499999,2572.9355828499997,401.92266666666666,251.20166666666668,484.8192166666666,3710.87913285,100,100,100,300,4010.87913285,20000,12057.68,53158.62,-1143.3791328500001,9581.966998199998,36173.04,0.7320817847415904
1857,434 s corona st,80209,Denver,CO,39.708729999999996,-104.974369,SingleFamily,2.0,367601.0,01/08/2020,2200.0,2200.0,4400.0,12866.035000000002,354734.96499999997,0.0366,0.01,30,12,0.008,0.005,1081.94164325,486.8737394625,1568.8153827125,245.06733333333332,153.16708333333335,295.6124708333333,2262.6622702125,100,100,100,300,2562.6622702125,20000,7352.02,40218.05500000001,1837.3377297875,5842.48487355,22056.059999999998,1.8983165056340985
1859,1513 e 29th ave,80205,Denver,CO,39.758457,-104.96933700000001,SingleFamily,2.0,402008.0,01/08/2020,2198.0,2198.0,4396.0,14070.28,387937.72,0.0366,0.01,30,12,0.008,0.005,1183.210046,532.4445207,1715.6545667,268.00533333333334,167.50333333333333,323.2814333333333,2474.4446667,100,100,100,300,2774.4446667,20000,8040.16,42110.44,1621.5553332999998,6389.3342484,24120.48,1.8129584551479394
1863,2425 n newton st,80211,Denver,CO,39.752666999999995,-105.037272,SingleFamily,3.0,878876.0,01/08/2020,3350.0,1675.0,5025.0,30760.660000000003,848115.34,0.0366,0.01,30,12,0.008,0.005,2586.7517869999997,1164.03830415,3750.7900911499996,585.9173333333333,366.1983333333333,706.7627833333332,5409.66854115,100,100,100,300,5709.66854115,20000,17577.52,68338.18000000001,-684.6685411500002,13968.4596498,52732.56,1.1499427868286805
